g.pnum,c.name,r.name,e.evidence,d.evidence
07MM14,The Kiritsubo,Gen no Naishi's chambers at the palace,"Irritated but sympathetic, ""He replied"" (Washburn NC p. 151). Composition location inferred from context — Genji's writing spot is not stated; his palace quarters (the Kiritsubo).",Returned to Naishi. Receipt location inferred from context — her palace chambers; not stated at delivery.
07MM15,The Kiritsubo,Tō no Chūjō's billet at the palace,"Genji wraps Tō no Chūjō's light-blue obi ""in paper of matching color and sent it on"" with the verse (Washburn NC p. 151). Composition location inferred from context — Genji's writing spot is not stated; his palace quarters (the Kiritsubo).","""Tō no Chūjō was at his billet, where he had been waiting to go on duty for the Palace Guard"" (Washburn NC p. 151)."
07MM16,Tō no Chūjō's billet at the palace,The Kiritsubo,"""Tō no Chūjō immediately shot back"" his reply from his billet (Washburn NC p. 151).",Carried back to Genji. Receipt location inferred from context — his palace quarters (the Kiritsubo); not stated.
07MM17,The Palace,The Palace,"On the night Fujitsubo formally enters the palace as Empress, Genji — in her retinue — watches her palanquin borne away and ""muttered a poem to himself"" (Washburn NC pp. 152–153).",Speaker = addressee (composed inwardly).
08HE01,The Shishinden,The Shishinden,"At the cherry-blossom banquet in ""the courtyard on the south side of the Shishinden"" (Washburn NC p. 154), Fujitsubo gazes out at Genji; ""Since Fujitsubo composed this privately, I wonder how it came to be known to the court?"" (Washburn NC p. 154).",Speaker = addressee (composed inwardly).
08HE02,The Kokiden,The Kokiden,"After the banquet Genji ""moved down the narrow passageway toward the Kokiden . . . the Kokiden was deserted""; finding a young woman murmuring a misty-moon line, he murmurs his verse (Washburn NC pp. 154–155).","Spoken to her, present at the Kokiden; he carries her into the chamber. Co-present."
08HE03,The Kokiden,The Kokiden,"At the Kokiden, in the passageway where Genji has carried Oborozukiyo (pp. 154–155), she answers him in person when pressed for her name (Washburn NC p. 155); co-present.","Heard by Genji, present at the Kokiden; co-present."
08HE04,The Kokiden,The Kokiden,"At the Kokiden, Genji answers Oborozukiyo in person, the two together (Washburn NC p. 156); co-present.","Heard by her, present at the Kokiden; co-present. They exchange fans, then part as attendants stir."
08HE05,The Kiritsubo,The Kiritsubo,"After the second-day banquet at the palace, brooding over the fan Oborozukiyo gave him, Genji ""wrote a poem on her fan and set it aside"" (Washburn NC p. 157). Location inferred from context — the palace is the established banquet setting; his specific quarters (the Kiritsubo) and the writing spot are not stated.","Speaker = addressee; written on the fan and kept, not sent."
08HE06,The Minister of the Right's residence,The palace,"Disappointed by Genji's absence from his wisteria banquet, the Minister of the Right ""dispatched one of his sons, a Lesser Captain of the fourth rank, with a message"" bearing the verse (Washburn NC p. 158).","""Genji was at the palace when the message arrived, and so he showed it to his father"" (Washburn NC p. 159)."
08HE07,The Minister of the Right's residence,The Minister of the Right's residence,"At the banquet, Genji edges to the southeastern corner of the main hall, takes the silent lady's hand through the curtains, and recites the verse, having guessed who she is (Washburn NC pp. 159–160).","Spoken to her through the curtains, present; co-present."
08HE08,The Minister of the Right's residence,The Minister of the Right's residence,"At the Minister of the Right’s residence, where Genji sits at the southeastern corner doors of the main hall (pp. 159–160), Oborozukiyo answers him in person, her voice confirming her identity (Washburn NC p. 160); co-present.","Heard by Genji, present at the Minister of the Right's residence; co-present."
09AO01,The lustration procession (the carriage quarrel),The lustration procession (the carriage quarrel),"Shoved to the rear in the carriage quarrel and ""coldly"" passed by Genji ""without so much as a glance,"" Lady Rokujō — ""in an agony of anger and indignation"" — composes the verse on the spot (Washburn NC pp. 163–164).",Speaker = addressee (composed inwardly).
09AO02,Nijō (Genji's villa),Nijō (Genji's villa),"On the festival day at Nijō, Genji trims Murasaki's hair and recites the verse (Washburn NC pp. 166–167).","Spoken to Murasaki, present at Nijō; co-present."
09AO03,Nijō (Genji's villa),Nijō (Genji's villa),"At Nijō, Genji’s own villa, Murasaki “chose to write out her reply” with him present (Washburn NC p. 167); co-present.","Read by Genji, present at Nijō; co-present."
09AO04,The Kamo Festival (the viewing ground),The Kamo Festival (the viewing ground),"From the carriage drawn up beside Genji's at the festival viewing ground, Naishi writes the verse ""on a piece of her folding fan"" (Washburn NC p. 167).",Passed to Genji in the adjacent carriage at the Kamo Festival viewing ground; co-present.
09AO05,The Kamo Festival (the viewing ground),The Kamo Festival (the viewing ground),"Recognizing Naishi's hand, Genji ""sent back a curt reply"" (Washburn NC p. 167).",Received by Naishi in the adjacent carriage at the Kamo Festival viewing ground; co-present.
09AO06,The Kamo Festival (the viewing ground),The Kamo Festival (the viewing ground),"At the Kamo Festival viewing ground, the carriages drawn up side by side, Naishi answers Genji again across the gap (Washburn NC pp. 167–168); co-present.",Received by Genji at the Kamo Festival viewing ground; co-present.
09AO07,The site of Lady Rokujō's healing rites,The Sanjō estate (Princess Ōmiya's),"Secluded where her healing rites are held — she ""had to move out of her residence and have the rites performed elsewhere,"" ""not at her usual residence in Rokujō"" (Washburn NC p. 169) — Lady Rokujō answers Genji's curt note ""with no poem attached"" (Washburn NC pp. 169–170).","Carried to Genji at the Sanjō residence, where he is attending his ailing wife: ""I really must stay here"" (Washburn NC p. 170)."
09AO08,The Sanjō estate (Princess Ōmiya's),The site of Lady Rokujō's healing rites,"Moved by her script, Genji ""sent his reply well after dark"" from the Sanjō residence, where he is attending his wife (Washburn NC p. 170).",Carried back to Lady Rokujō at the site of her healing rites.
09AO09,The Sanjō estate (Princess Ōmiya's),The Sanjō estate (Princess Ōmiya's),"Forced to show itself, the obsessive spirit speaks through Genji's wife and recites the verse; Genji then beholds the face of Lady Rokujō (Washburn NC pp. 172–173).",Heard by Genji at his wife's bedside in the Sanjō residence; co-present.
09AO10,The Sanjō estate (Princess Ōmiya's),The Sanjō estate (Princess Ōmiya's),"When dawn arrived after the Toribeno cremation, ""they had to return home . . . as Genji gazed up into that dawn sky he was moved to compose the following"" (Washburn NC p. 176). Location inferred from context — composed on the dawn return; the exact spot is not stated, and only at the next verse has he ""arriv[ed] back at his quarters . . . in Sanjō"" (Washburn NC p. 176).","Speaker = addressee (composed inwardly); same location, inferred."
09AO11,The Sanjō estate (Princess Ōmiya's),The Sanjō estate (Princess Ōmiya's),"""After arriving back at his quarters at the Minister's residence in Sanjō,"" unable to sleep and donning gray mourning robes, Genji composes the verse (Washburn NC p. 176).",Speaker = addressee (composed inwardly).
09AO12,Lady Rokujō's residence (Rokujō),The Sanjō estate (Princess Ōmiya's),At dawn an attendant brings Genji a mourning-gray letter tied to chrysanthemums in Lady Rokujō's hand (Washburn NC pp. 177–178). Composition location inferred from context — her whereabouts in this period are not stated; her Rokujō residence.,Received by Genji at the Sanjō residence during his mourning.
09AO13,The Sanjō estate (Princess Ōmiya's),Lady Rokujō's residence (Rokujō),"After long hesitation, Genji replies on purple paper tinged with gray, from the Sanjō residence (Washburn NC p. 178).",Carried back to Lady Rokujō. Receipt location inferred from context — her Rokujō residence; her whereabouts are not stated.
09AO14,The Sanjō estate (Princess Ōmiya's),The Sanjō estate (Princess Ōmiya's),"On a rainy evening Tō no Chūjō calls on Genji in his mourning seclusion; gazing at the garden, he recites the verse (Washburn NC pp. 179–180).","Heard by Genji, present at the Minister of the Left's Sanjō residence; co-present."
09AO15,The Sanjō estate (Princess Ōmiya's),The Sanjō estate (Princess Ōmiya's),"At the Minister of the Left’s residence on Sanjō, Genji answers Tō no Chūjō in person (Washburn NC p. 180); co-present.","Heard by Tō no Chūjō, present at the Minister of the Left's Sanjō residence; co-present."
09AO16,The Sanjō estate (Princess Ōmiya's),The Sanjō estate (Princess Ōmiya's),"At the same Sanjō residence, Genji has the child’s nurse Saishō carry gentians and pinks with the verse attached to his mother-in-law in her chambers (Washburn NC pp. 180–181).",Brought to Princess Ōmiya in her chambers within the same residence.
09AO17,The Sanjō estate (Princess Ōmiya's),The Sanjō estate (Princess Ōmiya's),"Weeping, Princess Ōmiya answers (Washburn NC p. 181).",Returned to Genji within the residence.
09AO18,The Sanjō estate (Princess Ōmiya's),Princess Asagao's residence,"Still that evening, Genji sends a note to Princess Asagao on sky-tinted Chinese paper from the Sanjō residence (Washburn NC p. 181).","Her ladies-in-waiting read it to her at her residence: ""This is one letter you cannot ignore"" (Washburn NC p. 181)."
09AO19,Princess Asagao's residence,The Sanjō estate (Princess Ōmiya's),"Asagao replies in faint, deliberately light brushstrokes from her residence (Washburn NC p. 181).",Carried back to Genji at the Sanjō residence.
09AO20,The Sanjō estate (Princess Ōmiya's),The Sanjō estate (Princess Ōmiya's),"Among the calligraphy practice Genji left behind in his Sanjō quarters, under a Song of Everlasting Sorrow line, the Minister finds this verse (Washburn NC pp. 184–185).","Speaker = addressee (practice writing, left behind at Sanjō)."
09AO21,The Sanjō estate (Princess Ōmiya's),The Sanjō estate (Princess Ōmiya's),"A second verse among the same papers at Sanjō, under another Song of Everlasting Sorrow line (Washburn NC p. 185).",Speaker = addressee (practice writing left among his papers at the Sanjō residence) (Washburn NC p. 185).
09AO22,Nijō (Genji's villa),Nijō (Genji's villa),"The morning after their first night, Genji leaves ""his betrothal note folded in a love knot at her pillow"" at Nijō (Washburn NC p. 187).","Murasaki ""finally lifted her head and found his betrothal note . . . at her pillow,"" opening it in her quarters at Nijō (Washburn NC p. 187)."
09AO23,The Sanjō estate (Princess Ōmiya's),The Sanjō estate (Princess Ōmiya's),"On a New Year's visit to Sanjō, Genji dons the robes Princess Ōmiya prepared and replies to her note with the verse (Washburn NC pp. 190–191).",Returned to Princess Ōmiya within the residence.
